,left
4914,False
7188,False
4818,False
1844,True
1901,True
693,True
8652,False
171,True
9046,False
4998,False
7352,False
472,True
2506,False
4539,False
8233,False
11711,False
3698,False
11595,False
5354,False
2912,False
8670,False
621,True
966,True
5669,False
1617,True
4397,False
8220,False
8609,False
5887,False
4119,False
10376,False
3817,False
3999,False
6639,False
6584,False
6712,False
3032,False
6218,False
3295,False
11824,False
11454,False
8625,False
6424,False
10173,False
1987,True
10678,False
7456,False
68,True
5714,False
11696,False
6597,False
3458,False
2836,False
8593,False
10795,False
7689,False
10667,False
4318,False
7644,False
10355,False
11660,False
8098,False
5879,False
4734,False
6169,False
3371,False
3592,False
4165,False
8493,False
3342,False
11224,False
3762,False
11626,False
10850,False
3343,False
7335,False
9952,False
10031,False
7053,False
7459,False
4842,False
2455,False
10271,False
6535,False
4693,False
9457,False
1995,True
1276,True
80,True
3058,False
1395,True
6251,False
1725,True
695,True
8162,False
7949,False
8709,False
8268,False
2152,False
10119,False
374,True
5614,False
7934,False
6226,False
11126,False
2357,False
7254,False
10132,False
5456,False
4621,False
6050,False
4833,False
10753,False
11159,False
3368,False
9564,False
11587,False
2061,False
5142,False
6921,False
2211,False
3030,False
3094,False
8876,False
3974,False
7619,False
193,True
567,True
11157,False
10143,False
8343,False
2854,False
6740,False
2156,False
4198,False
9895,False
3251,False
11955,False
9513,False
2753,False
9170,False
9433,False
3118,False
10725,False
11880,False
5628,False
4419,False
9625,False
10167,False
1182,True
5957,False
9079,False
1736,True
10855,False
9718,False
4427,False
10573,False
2690,False
3887,False
2636,False
536,True
11527,False
461,True
4728,False
5976,False
3414,False
5594,False
2322,False
9756,False
10802,False
5051,False
3532,False
5700,False
6949,False
1213,True
9430,False
4877,False
6972,False
6761,False
6516,False
1576,True
212,True
1931,True
11375,False
9240,False
3333,False
4258,False
11182,False
8865,False
3475,False
725,True
1273,True
8590,False
7745,False
2209,False
7907,False
201,True
2212,False
7283,False
6416,False
7097,False
10034,False
2874,False
9302,False
2527,False
10006,False
7515,False
9597,False
1464,True
3615,False
748,True
540,True
4215,False
8924,False
7611,False
7301,False
4191,False
5497,False
2534,False
3582,False
8469,False
853,True
3462,False
9432,False
10894,False
10488,False
3996,False
670,True
11486,False
7965,False
9022,False
7970,False
8094,False
10062,False
10840,False
8443,False
6394,False
11347,False
909,True
2923,False
8152,False
7725,False
4350,False
1694,True
9810,False
10014,False
2314,False
10046,False
11760,False
5763,False
6351,False
3804,False
9359,False
5023,False
1460,True
4166,False
1363,True
11418,False
8463,False
2768,False
3861,False
2684,False
9744,False
9485,False
10157,False
1184,True
2290,False
2493,False
8107,False
5692,False
7118,False
7322,False
6539,False
4176,False
4201,False
10966,False
10514,False
9710,False
1136,True
6338,False
10827,False
9453,False
6224,False
3730,False
8726,False
4769,False
1568,True
5063,False
1536,True
3693,False
2713,False
1944,True
366,True
6136,False
2048,False
4616,False
7185,False
2142,False
11594,False
11345,False
2203,False
4534,False
3700,False
4315,False
5931,False
1599,True
6018,False
8116,False
414,True
8885,False
198,True
6544,False
7050,False
2221,False
4980,False
644,True
2674,False
2143,False
9598,False
4287,False
11137,False
988,True
7167,False
4390,False
6883,False
10381,False
7775,False
7935,False
9535,False
3022,False
1220,True
2545,False
4378,False
10433,False
7633,False
7431,False
10537,False
7734,False
11080,False
1813,True
939,True
883,True
7583,False
425,True
11900,False
4811,False
732,True
1679,True
5074,False
3750,False
7623,False
1045,True
8109,False
10311,False
9512,False
7557,False
6651,False
9725,False
6678,False
3895,False
5743,False
3536,False
10751,False
7253,False
7673,False
1787,True
5316,False
74,True
5407,False
5007,False
10644,False
7943,False
5645,False
2722,False
7242,False
11398,False
7033,False
135,True
11085,False
8967,False
5829,False
3742,False
10171,False
2889,False
5475,False
11150,False
2618,False
9699,False
9276,False
2897,False
11053,False
691,True
10268,False
8491,False
9575,False
11713,False
5568,False
7931,False
9082,False
2921,False
3124,False
10159,False
11861,False
1864,True
10331,False
11338,False
7924,False
11563,False
3184,False
1495,True
8952,False
5373,False
8008,False
3558,False
4824,False
2084,False
10037,False
10995,False
2114,False
9066,False
2687,False
6309,False
7236,False
11924,False
8680,False
11648,False
116,True
3749,False
2864,False
10928,False
7659,False
904,True
4106,False
9590,False
4241,False
3583,False
41,True
4695,False
5824,False
2885,False
6674,False
3225,False
720,True
859,True
1795,True
2589,False
7287,False
4087,False
1581,True
3710,False
8451,False
9605,False
11666,False
1808,True
2508,False
2829,False
1007,True
1531,True
6434,False
8579,False
10278,False
8073,False
989,True
3382,False
9217,False
2269,False
8423,False
8563,False
3829,False
6670,False
6030,False
1818,True
4982,False
9606,False
9893,False
10198,False
3761,False
6075,False
38,True
3879,False
9222,False
8802,False
6292,False
2024,False
4843,False
5546,False
1205,True
5664,False
8900,False
4374,False
9995,False
3107,False
10332,False
150,True
10152,False
633,True
3566,False
4006,False
11887,False
1972,True
4678,False
9918,False
8328,False
146,True
10793,False
4720,False
9003,False
7722,False
6739,False
3049,False
2954,False
7138,False
6054,False
4238,False
323,True
702,True
2730,False
4865,False
4675,False
3177,False
5828,False
8371,False
8512,False
4580,False
8335,False
10658,False
5543,False
8821,False
3114,False
9483,False
8148,False
9398,False
4104,False
4263,False
3688,False
7437,False
3119,False
984,True
2678,False
6862,False
5932,False
4232,False
5437,False
7212,False
11205,False
6864,False
5408,False
9858,False
6891,False
2911,False
5956,False
5371,False
7386,False
4291,False
3148,False
1272,True
5376,False
1479,True
4990,False
11321,False
3159,False
7976,False
9336,False
11349,False
7356,False
6082,False
7982,False
8495,False
9901,False
2997,False
5459,False
3266,False
10285,False
3142,False
1670,True
8099,False
9573,False
3289,False
5552,False
8964,False
10409,False
11358,False
8893,False
10703,False
5713,False
10808,False
3250,False
1986,True
10731,False
4663,False
11767,False
8820,False
9592,False
11200,False
304,True
11113,False
7230,False
3322,False
2930,False
4707,False
7413,False
8052,False
3593,False
11780,False
8531,False
3972,False
11309,False
7757,False
6770,False
5398,False
7455,False
8050,False
9038,False
1640,True
5457,False
3378,False
2069,False
6953,False
4385,False
5108,False
3888,False
5562,False
11673,False
3875,False
6194,False
699,True
9244,False
159,True
11388,False
8248,False
7843,False
6021,False
9552,False
2331,False
4810,False
1029,True
8501,False
10094,False
3079,False
11270,False
11202,False
204,True
4813,False
10574,False
6413,False
2788,False
11840,False
3545,False
3844,False
3515,False
4219,False
8142,False
10638,False
1074,True
1139,True
8753,False
2883,False
6089,False
10213,False
3182,False
2541,False
10924,False
378,True
9542,False
11623,False
2934,False
6460,False
4011,False
1820,True
10109,False
9865,False
8739,False
6185,False
9420,False
4423,False
11544,False
7875,False
5069,False
3585,False
6271,False
8556,False
6528,False
9133,False
7660,False
8369,False
9567,False
5839,False
2185,False
3928,False
11684,False
7454,False
3031,False
2398,False
1785,True
5735,False
3983,False
4703,False
3364,False
1308,True
1179,True
6336,False
10129,False
7800,False
1946,True
10252,False
10042,False
1930,True
10122,False
7645,False
5151,False
1174,True
2914,False
1051,True
7073,False
6348,False
7595,False
10446,False
4894,False
2787,False
3125,False
5018,False
8595,False
3276,False
11204,False
7080,False
870,True
10310,False
6793,False
3285,False
3957,False
3984,False
6917,False
11064,False
1203,True
3845,False
4976,False
7942,False
5776,False
1856,True
4013,False
9621,False
11521,False
359,True
2057,False
9492,False
7049,False
4561,False
8158,False
5768,False
4883,False
604,True
2388,False
11720,False
5188,False
10954,False
3852,False
10164,False
5256,False
5804,False
9907,False
9650,False
846,True
8603,False
1755,True
8145,False
101,True
529,True
4175,False
10022,False
8727,False
8614,False
1506,True
807,True
9171,False
4764,False
6908,False
5101,False
2917,False
6537,False
11742,False
9439,False
4103,False
5343,False
8507,False
10973,False
19,True
10801,False
9889,False
11836,False
8227,False
2744,False
5780,False
10124,False
11127,False
8597,False
2539,False
10188,False
10359,False
7581,False
970,True
1836,True
8774,False
7175,False
3176,False
9665,False
7014,False
1420,True
6191,False
9806,False
5158,False
3417,False
784,True
6958,False
2927,False
8877,False
5933,False
7835,False
1716,True
52,True
473,True
10076,False
9070,False
5643,False
8084,False
983,True
8256,False
8381,False
3768,False
2180,False
3831,False
947,True
7228,False
9032,False
2857,False
6222,False
6300,False
11657,False
7983,False
1965,True
9529,False
11049,False
10501,False
5303,False
5197,False
7975,False
4951,False
8359,False
7748,False
3609,False
474,True
7697,False
7921,False
2394,False
3556,False
2709,False
7441,False
10534,False
5975,False
10559,False
11136,False
9792,False
1448,True
8499,False
10288,False
4236,False
3082,False
8632,False
1915,True
7893,False
3095,False
1474,True
1221,True
477,True
11985,False
3480,False
2870,False
10661,False
3638,False
3269,False
4507,False
2366,False
1501,True
11586,False
1433,True
6069,False
10382,False
4505,False
5434,False
10877,False
1854,True
4516,False
3047,False
5926,False
11795,False
10307,False
509,True
4986,False
6957,False
1657,True
10957,False
11155,False
3772,False
10528,False
5019,False
3803,False
10980,False
10335,False
10721,False
10581,False
2532,False
6869,False
8483,False
6312,False
8904,False
4388,False
3270,False
9693,False
182,True
10862,False
8897,False
8685,False
460,True
2670,False
740,True
9903,False
8374,False
4002,False
1060,True
3611,False
3136,False
2009,False
7577,False
1119,True
8677,False
2715,False
4399,False
3764,False
9941,False
9973,False
10024,False
10305,False
5981,False
881,True
2037,False
812,True
3490,False
9554,False
6200,False
5507,False
9230,False
3494,False
10552,False
4132,False
5283,False
11740,False
9024,False
11185,False
295,True
11465,False
5541,False
10833,False
1921,True
11302,False
9174,False
7871,False
10224,False
5677,False
73,True
6359,False
10541,False
9331,False
6024,False
9390,False
3825,False
11092,False
3830,False
7169,False
4960,False
4471,False
6839,False
2232,False
7036,False
6725,False
2776,False
11237,False
10489,False
3553,False
5078,False
2380,False
8157,False
9872,False
11352,False
8204,False
7815,False
7396,False
6165,False
10975,False
1375,True
11131,False
9913,False
11413,False
8223,False
11579,False
8522,False
11108,False
1579,True
4782,False
7950,False
1254,True
8077,False
4692,False
10337,False
4169,False
7480,False
3433,False
11482,False
6722,False
5462,False
7939,False
9856,False
5401,False
5237,False
9558,False
3993,False
10865,False
4568,False
9376,False
6393,False
11390,False
4854,False
7349,False
5513,False
8962,False
2170,False
4050,False
5667,False
3137,False
4479,False
11709,False
10915,False
10872,False
10718,False
9347,False
4761,False
9353,False
2486,False
10237,False
7399,False
5260,False
4817,False
8155,False
10113,False
9088,False
11507,False
3496,False
6622,False
5623,False
1914,True
8478,False
1217,True
10708,False
9799,False
7690,False
8798,False
9960,False
9064,False
2164,False
10,True
10097,False
10936,False
7513,False
5512,False
7914,False
4537,False
7856,False
2644,False
526,True
6390,False
11479,False
5430,False
6628,False
9791,False
4923,False
1890,True
8760,False
11344,False
5426,False
9205,False
3444,False
3559,False
2922,False
5245,False
5488,False
8765,False
9470,False
7553,False
7270,False
2880,False
929,True
10047,False
383,True
7883,False
8605,False
341,True
2745,False
1667,True
2196,False
7664,False
806,True
4999,False
6492,False
8833,False
6522,False
4373,False
6734,False
9309,False
4814,False
10106,False
6088,False
6032,False
1105,True
7562,False
405,True
5143,False
4000,False
4010,False
7782,False
2845,False
6475,False
10519,False
1210,True
4102,False
4776,False
4796,False
7136,False
6582,False
6117,False
4836,False
10485,False
980,True
1072,True
1840,True
1171,True
3568,False
9961,False
3883,False
9464,False
2354,False
5972,False
11938,False
9375,False
4682,False
7512,False
7765,False
8748,False
9040,False
8575,False
8515,False
7705,False
3784,False
10084,False
7360,False
5980,False
9983,False
2908,False
8205,False
3035,False
11775,False
7558,False
7032,False
10163,False
7094,False
7882,False
11453,False
11293,False
10419,False
771,True
452,True
468,True
11096,False
3998,False
2680,False
2672,False
1290,True
3927,False
3770,False
2567,False
9122,False
5400,False
8422,False
10000,False
1542,True
4221,False
8283,False
7501,False
6919,False
11932,False
10704,False
8780,False
4915,False
9029,False
3319,False
11477,False
11250,False
659,True
10231,False
3988,False
7388,False
4938,False
1558,True
1042,True
1841,True
4356,False
2655,False
8390,False
4857,False
11051,False
3330,False
457,True
8778,False
7601,False
3783,False
661,True
5920,False
6782,False
4123,False
5853,False
2608,False
8601,False
8307,False
1188,True
9332,False
3910,False
7018,False
1641,True
1123,True
3448,False
2778,False
4904,False
2436,False
5150,False
11193,False
1754,True
5136,False
7974,False
7688,False
6892,False
10950,False
5941,False
8293,False
2289,False
2983,False
1674,True
9257,False
3948,False
5619,False
11790,False
6448,False
5469,False
10878,False
2016,False
8536,False
3380,False
6507,False
3132,False
4723,False
9337,False
10204,False
6877,False
1784,True
4774,False
11430,False
1078,True
1989,True
6396,False
7840,False
5807,False
9192,False
7556,False
4601,False
8864,False
11440,False
6462,False
4908,False
3236,False
4552,False
7714,False
932,True
9147,False
4636,False
7889,False
6425,False
7578,False
2400,False
6643,False
11048,False
1675,True
7772,False
9481,False
5738,False
5490,False
8694,False
10554,False
9746,False
10594,False
329,True
132,True
1719,True
3041,False
3,True
986,True
7069,False
6144,False
9943,False
5362,False
8183,False
11357,False
10444,False
4311,False
5031,False
4289,False
2358,False
10005,False
2182,False
5765,False
7682,False
183,True
1971,True
4230,False
1772,True
8933,False
10145,False
9544,False
6836,False
7331,False
756,True
6455,False
6468,False
7151,False
9169,False
43,True
1059,True
9994,False
1977,True
6625,False
4064,False
6795,False
6916,False
783,True
8005,False
7588,False
1532,True
11367,False
8571,False
10540,False
1446,True
3939,False
271,True
4018,False
11762,False
9829,False
6510,False
4268,False
4871,False
10215,False
8530,False
9936,False
11634,False
5925,False
2613,False
6001,False
9488,False
5635,False
4172,False
3183,False
3450,False
8696,False
4020,False
1913,True
7163,False
411,True
9264,False
491,True
5717,False
2160,False
10354,False
3757,False
4700,False
2798,False
11176,False
9681,False
4273,False
35,True
9850,False
7643,False
10835,False
10209,False
2549,False
3514,False
5071,False
1435,True
2382,False
211,True
9566,False
6137,False
8686,False
8879,False
1510,True
1028,True
7631,False
832,True
10196,False
9757,False
6716,False
10904,False
7139,False
9957,False
8799,False
2393,False
11621,False
9694,False
11823,False
1167,True
11107,False
8878,False
1954,True
3692,False
7292,False
7086,False
9784,False
2264,False
6848,False
6275,False
1782,True
5323,False
8146,False
6119,False
2450,False
1814,True
6653,False
4790,False
11156,False
11726,False
865,True
4359,False
2413,False
2396,False
5440,False
9399,False
32,True
1244,True
8547,False
9950,False
2313,False
6068,False
2316,False
2487,False
5953,False
10296,False
894,True
4488,False
6945,False
10586,False
9882,False
1546,True
3959,False
2271,False
423,True
2439,False
7214,False
11627,False
3016,False
10859,False
8568,False
4571,False
6913,False
1773,True
34,True
1356,True
8063,False
500,True
4689,False
520,True
5660,False
9911,False
6168,False
9803,False
8354,False
7831,False
3657,False
11589,False
70,True
5545,False
3464,False
5937,False
7979,False
6345,False
