Country,Type,Gas,year,Emissions per capita,Difference in Emissions per capita,% Difference in Emissions per capita,Absolute change since 1990 (per capita),Percentage change since 1990 (per capita)
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,5.56,-0.22,-3.78%,-3.33,-37.50%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,5.5,-0.05,-0.92%,-3.38,-38.07%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,5.79,0.28,5.10%,-3.1,-34.91%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,5.97,0.19,3.28%,-2.91,-32.78%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,6.16,0.18,3.09%,-2.73,-30.70%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,6.24,0.08,1.24%,-2.65,-29.85%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,6.15,-0.08,-1.32%,-2.73,-30.77%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,5.73,-0.42,-6.85%,-3.16,-35.51%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,5.86,0.13,2.28%,-3.03,-34.04%
Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,5.55,-0.31,-5.33%,-3.34,-37.55%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,17.47,11.92,214.72%,0,0.00%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,17.61,0.14,0.82%,0.14,0.82%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,17.39,-0.22,-1.23%,-0.07,-0.43%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,17.71,0.32,1.82%,0.24,1.38%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,18.02,0.31,1.73%,0.55,3.14%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,18.67,0.66,3.65%,1.21,6.91%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,19.06,0.39,2.08%,1.59,9.13%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,19.12,0.06,0.32%,1.66,9.48%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,19.64,0.52,2.72%,2.18,12.45%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,19.85,0.2,1.04%,2.38,13.62%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,20.38,0.53,2.69%,2.91,16.68%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,21.05,0.67,3.29%,3.58,20.52%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,20.15,-0.9,-4.29%,2.68,15.34%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,20.1,-0.04,-0.22%,2.64,15.09%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,19.19,-0.91,-4.54%,1.72,9.86%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,19.29,0.1,0.54%,1.83,10.46%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,18.76,-0.54,-2.80%,1.29,7.37%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,17.77,-0.99,-5.25%,0.3,1.73%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,17.06,-0.71,-3.99%,-0.41,-2.33%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,15.42,-1.64,-9.63%,-2.05,-11.74%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,15.52,0.1,0.65%,-1.95,-11.16%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,14.26,-1.25,-8.08%,-3.2,-18.34%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,14.18,-0.09,-0.61%,-3.29,-18.84%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,14.29,0.11,0.80%,-3.18,-18.19%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,14.03,-0.26,-1.81%,-3.44,-19.67%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,14.58,0.55,3.92%,-2.89,-16.52%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,14.72,0.14,0.98%,-2.74,-15.70%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,14.95,0.22,1.51%,-2.52,-14.43%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,14.69,-0.26,-1.75%,-2.78,-15.92%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,13.97,-0.71,-4.87%,-3.5,-20.02%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,13.15,-0.82,-5.87%,-4.32,-24.71%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,13.56,0.41,3.10%,-3.91,-22.37%
Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,13.17,-0.39,-2.86%,-4.3,-24.59%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,9.3,-3.87,-29.41%,0,0.00%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,9.05,-0.25,-2.67%,-0.25,-2.67%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,9.06,0.01,0.16%,-0.23,-2.51%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,9.17,0.11,1.18%,-0.13,-1.36%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,8.84,-0.33,-3.63%,-0.46,-4.94%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,9.2,0.36,4.09%,-0.1,-1.06%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,9.07,-0.13,-1.45%,-0.23,-2.50%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,9.35,0.28,3.11%,0.05,0.53%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,9.63,0.29,3.06%,0.34,3.61%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,9.57,-0.06,-0.63%,0.27,2.96%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,9.71,0.14,1.45%,0.41,4.45%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,9.58,-0.13,-1.37%,0.28,3.02%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,9.59,0.02,0.16%,0.3,3.19%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,10.06,0.47,4.91%,0.77,8.25%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,9.99,-0.07,-0.71%,0.7,7.48%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,9.96,-0.04,-0.37%,0.66,7.08%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,9.76,-0.2,-2.01%,0.46,4.93%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,10.01,0.26,2.62%,0.71,7.68%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,9.42,-0.59,-5.93%,0.12,1.30%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,8.35,-1.07,-11.37%,-0.95,-10.22%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,8.43,0.08,1.00%,-0.87,-9.32%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,8.29,-0.14,-1.64%,-1.01,-10.81%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,8.09,-0.2,-2.40%,-1.2,-12.95%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,7.12,-0.97,-12.00%,-2.18,-23.40%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,6.68,-0.44,-6.24%,-2.62,-28.17%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,6.84,0.16,2.39%,-2.46,-26.46%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,6.84,0,-0.04%,-2.46,-26.49%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,7.09,0.25,3.71%,-2.21,-23.76%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,6.7,-0.39,-5.53%,-2.6,-27.98%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,6.64,-0.05,-0.81%,-2.66,-28.56%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,6.05,-0.59,-8.92%,-3.25,-34.93%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,6.75,0.7,11.54%,-2.55,-27.43%
Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,6.82,0.07,1.08%,-2.48,-26.64%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,5.81,-1.02,-14.89%,0,0.00%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,4.57,-1.23,-21.21%,-1.23,-21.21%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,2.63,-1.95,-42.57%,-3.18,-54.75%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,1.42,-1.21,-45.90%,-4.38,-75.52%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,-0.39,-1.81,-127.45%,-6.2,-106.72%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,-0.66,-0.27,-69.80%,-6.47,-111.41%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,-0.78,-0.12,-17.64%,-6.58,-113.42%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,-0.33,0.45,58.17%,-6.13,-105.61%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,-0.22,0.1,31.09%,-6.03,-103.87%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,0.98,1.2,534.52%,-4.83,-83.19%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,-0.65,-1.63,-167.09%,-6.46,-111.28%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,-0.35,0.3,45.99%,-6.16,-106.09%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,0.39,0.74,210.61%,-5.41,-93.26%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,0.65,0.26,67.07%,-5.15,-88.75%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,2.31,1.66,254.11%,-3.49,-60.15%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,2.76,0.45,19.42%,-3.04,-52.41%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,2.57,-0.2,-7.14%,-3.24,-55.80%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,2.98,0.42,16.18%,-2.82,-48.65%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,2.69,-0.29,-9.70%,-3.11,-53.63%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,3.89,1.2,44.53%,-1.91,-32.99%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,5.33,1.44,37.12%,-0.47,-8.11%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,4.8,-0.53,-9.97%,-1,-17.27%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,4.16,-0.64,-13.37%,-1.64,-28.34%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,4.81,0.65,15.51%,-1,-17.22%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,6.74,1.94,40.33%,0.94,16.17%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,6.23,-0.51,-7.60%,0.43,7.34%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,5.49,-0.74,-11.88%,-0.31,-5.41%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,4.75,-0.74,-13.54%,-1.06,-18.22%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,5.97,1.22,25.75%,0.16,2.84%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,5.58,-0.39,-6.58%,-0.23,-3.92%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,6.4,0.82,14.71%,0.59,10.21%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,7.38,0.98,15.34%,1.57,27.12%
Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,8.46,1.08,14.58%,2.65,45.65%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,11.74,3.29,38.89%,0,0.00%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,12.24,0.5,4.24%,0.5,4.24%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,7.37,-4.88,-39.83%,-4.38,-37.27%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,5.18,-2.18,-29.62%,-6.56,-55.85%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,4.97,-0.22,-4.18%,-6.78,-57.69%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,5.06,0.1,1.93%,-6.68,-56.88%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,6.89,1.83,36.10%,-4.85,-41.31%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,6.41,-0.48,-6.97%,-5.33,-45.40%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,4.56,-1.85,-28.90%,-7.18,-61.18%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,4.01,-0.55,-12.09%,-7.74,-65.87%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,2.94,-1.07,-26.67%,-8.8,-74.97%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,3.82,0.89,30.14%,-7.92,-67.43%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,4.24,0.42,10.94%,-7.5,-63.87%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,4.55,0.31,7.32%,-7.19,-61.22%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,5.01,0.46,10.02%,-6.73,-57.34%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,5.66,0.65,12.92%,-6.09,-51.83%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,5.97,0.31,5.56%,-5.77,-49.15%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,6.07,0.1,1.65%,-5.67,-48.31%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,5.63,-0.44,-7.31%,-6.12,-52.09%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,4.12,-1.51,-26.85%,-7.63,-64.95%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,3.5,-0.61,-14.90%,-8.24,-70.17%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,3.68,0.18,5.00%,-8.07,-68.68%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,3.85,0.17,4.67%,-7.89,-67.22%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,3.67,-0.18,-4.60%,-8.07,-68.73%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,3.85,0.18,4.85%,-7.89,-67.21%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,4.35,0.5,12.98%,-7.39,-62.95%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,4.82,0.47,10.75%,-6.93,-58.97%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,5.16,0.34,7.14%,-6.58,-56.04%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,5.44,0.28,5.39%,-6.3,-53.67%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,5.46,0.02,0.28%,-6.29,-53.54%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,5.27,-0.19,-3.43%,-6.47,-55.14%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,5.53,0.27,5.03%,-6.21,-52.88%
Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,4.73,-0.81,-14.59%,-7.02,-59.75%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,34.39,29.67,627.73%,0,0.00%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,35.42,1.02,2.97%,1.02,2.97%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,33.28,-2.14,-6.03%,-1.11,-3.24%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,32.92,-0.36,-1.09%,-1.47,-4.29%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,31.01,-1.91,-5.80%,-3.39,-9.84%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,24.75,-6.26,-20.20%,-9.65,-28.05%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,24.59,-0.15,-0.62%,-9.8,-28.50%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,22.84,-1.75,-7.11%,-11.55,-33.58%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,21.08,-1.77,-7.74%,-13.32,-38.72%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,21.99,0.92,4.35%,-12.4,-36.06%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,22.9,0.91,4.13%,-11.49,-33.42%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,24,1.1,4.80%,-10.39,-30.22%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,25.71,1.71,7.12%,-8.69,-25.25%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,26.56,0.85,3.30%,-7.84,-22.79%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,29.3,2.74,10.33%,-5.09,-14.81%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,29.54,0.24,0.82%,-4.85,-14.11%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,28.71,-0.83,-2.83%,-5.69,-16.54%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,27.43,-1.28,-4.46%,-6.97,-20.26%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,26.69,-0.73,-2.67%,-7.7,-22.39%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,24.97,-1.72,-6.46%,-9.43,-27.40%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,26.14,1.17,4.70%,-8.25,-23.99%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,25,-1.15,-4.39%,-9.4,-27.32%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,23.65,-1.34,-5.38%,-10.74,-31.23%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,21.89,-1.76,-7.44%,-12.5,-36.35%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,20.82,-1.07,-4.88%,-13.57,-39.46%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,19.88,-0.94,-4.52%,-14.51,-42.19%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,19.15,-0.74,-3.70%,-15.25,-44.33%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,19.48,0.33,1.71%,-14.92,-43.38%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,20.02,0.55,2.82%,-14.37,-41.78%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,19.64,-0.38,-1.90%,-14.75,-42.88%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,16.24,-3.4,-17.33%,-18.15,-52.78%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,16.65,0.41,2.54%,-17.74,-51.58%
Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,14.54,-2.11,-12.68%,-19.85,-57.72%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,10.5,-4.04,-27.81%,0,0.00%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,9.96,-0.54,-5.13%,-0.54,-5.13%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,10.78,0.83,8.29%,0.29,2.73%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,13.03,2.24,20.80%,2.53,24.10%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,12.57,-0.45,-3.48%,2.08,19.79%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,12.07,-0.5,-4.00%,1.57,15.00%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,12.34,0.27,2.22%,1.84,17.54%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,12.8,0.46,3.71%,2.3,21.90%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,12.93,0.14,1.06%,2.44,23.20%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,13.48,0.55,4.22%,2.98,28.40%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,13.67,0.19,1.40%,3.17,30.20%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,14.35,0.69,5.02%,3.86,36.73%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,15.46,1.11,7.72%,4.96,47.27%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,16.36,0.9,5.84%,5.87,55.88%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,16.5,0.14,0.84%,6,57.19%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,13.35,-3.15,-19.10%,2.85,27.16%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,14.14,0.79,5.94%,3.64,34.71%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,15.08,0.94,6.64%,4.58,43.65%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,15.37,0.29,1.91%,4.87,46.40%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,15.7,0.33,2.17%,5.2,49.58%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,19.25,3.55,22.58%,8.75,83.36%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,18.28,-0.97,-5.02%,7.78,74.16%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,17.35,-0.93,-5.07%,6.86,65.33%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,16.47,-0.88,-5.07%,5.98,56.95%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,16.49,0.01,0.08%,5.99,57.07%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,16.85,0.36,2.20%,6.35,60.53%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,17.41,0.56,3.34%,6.92,65.90%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,20.05,2.64,15.14%,9.55,91.02%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,19.94,-0.11,-0.56%,9.44,89.96%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,19.82,-0.12,-0.61%,9.32,88.80%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,18.21,-1.61,-8.13%,7.71,73.46%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,16.66,-1.55,-8.51%,6.16,58.70%
Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,17.95,1.29,7.74%,7.45,70.97%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,17.92,-0.02,-0.13%,0,0.00%
